,param_learning_rate,param_n_estimators,mean_test_score,mean_fit_time,rank_test_score
0,0.01,50,0.9086015278024517,0.7520279884338379,28
1,0.01,75,0.9233714691774738,1.0863134860992432,27
2,0.01,100,0.9246041333570203,1.2905457973480225,25
3,0.01,125,0.9246041333570203,1.915088939666748,25
4,0.01,150,0.9316810564339433,2.1717179298400877,23
5,0.01,175,0.9255275655829929,2.321874761581421,24
6,0.01,200,0.9332198732753005,2.1188097953796388,22
7,0.05,50,0.9693795227097768,0.4289526462554932,21
8,0.05,75,0.9721491087819032,0.7174257755279541,20
9,0.05,100,0.97799585479955,1.1334122657775878,19
10,0.05,125,0.9806121868893232,1.6456337451934815,8
11,0.05,150,0.9806121868893232,2.136329174041748,8
12,0.05,175,0.9806121868893232,2.0770997047424316,8
13,0.05,200,0.9806121868893232,2.887017774581909,8
14,0.1,50,0.9779962101024455,0.6984725952148437,18
15,0.1,75,0.9806121868893232,1.6690605640411378,8
16,0.1,100,0.9806121868893232,1.8824941158294677,8
17,0.1,125,0.9806121868893232,1.7242316722869873,8
18,0.1,150,0.9806121868893232,1.6708755493164062,8
19,0.1,175,0.9801506484277848,2.4554817199707033,16
20,0.1,200,0.9783044945816307,2.767315721511841,17
21,1.0,50,0.9941531355480547,0.5128336429595948,1
22,1.0,75,0.9941531355480547,0.9246116161346436,1
23,1.0,100,0.9941531355480547,1.3026172161102294,1
24,1.0,125,0.9941531355480547,1.6424442768096923,1
25,1.0,150,0.9941531355480547,1.4928051471710204,1
26,1.0,175,0.9941531355480547,2.0635754108428954,1
27,1.0,200,0.9941531355480547,1.8431111812591552,1
