,param_criterion,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,mean_test_score,mean_fit_time,rank_test_score
113,gini,20,,2,10,1.0,0.010400533676147461,1
114,gini,20,,5,2,0.9990765677740274,0.010396337509155274,149
115,gini,20,,5,5,0.9990765677740274,0.015555810928344727,149
116,gini,20,,5,10,0.9990765677740274,0.03700246810913086,149
117,gini,20,sqrt,1,2,1.0,0.005381584167480469,1
118,gini,20,sqrt,1,5,1.0,0.005173349380493164,1
119,gini,20,sqrt,1,10,1.0,0.006724071502685547,1
120,gini,20,sqrt,2,2,1.0,0.011403703689575195,1
121,gini,20,sqrt,2,5,1.0,0.00961298942565918,1
122,gini,20,sqrt,2,10,1.0,0.02491621971130371,1
123,gini,20,sqrt,5,2,0.9986150293124888,0.00973339080810547,182
124,gini,20,sqrt,5,5,1.0,0.009366750717163086,1
125,gini,20,sqrt,5,10,0.9983075738733937,0.007492876052856446,190
126,gini,20,log2,1,2,1.0,0.008077192306518554,1
127,gini,20,log2,1,5,1.0,0.00903334617614746,1
128,gini,20,log2,1,10,0.9995384615384616,0.0066472053527832035,134
129,gini,20,log2,2,2,1.0,0.013114643096923829,1
130,gini,20,log2,2,5,1.0,0.007976913452148437,1
131,gini,20,log2,2,10,1.0,0.008812618255615235,1
132,gini,20,log2,5,2,0.9979992893942086,0.005811452865600586,202
133,gini,20,log2,5,5,0.9995381062355658,0.005600833892822265,136
134,gini,20,log2,5,10,0.9979996446971043,0.008002758026123047,201
135,entropy,,,1,2,1.0,0.007618999481201172,1
136,entropy,,,1,5,1.0,0.007491779327392578,1
137,entropy,,,1,10,1.0,0.007241106033325196,1
138,entropy,,,2,2,1.0,0.008314561843872071,1
139,entropy,,,2,5,1.0,0.0077053546905517575,1
140,entropy,,,2,10,1.0,0.011026382446289062,1
141,entropy,,,5,2,0.9990765677740274,0.009537076950073243,149
142,entropy,,,5,5,0.9990765677740274,0.01272735595703125,149
143,entropy,,,5,10,0.9990765677740274,0.013794279098510743,149
144,entropy,,sqrt,1,2,1.0,0.005379915237426758,1
145,entropy,,sqrt,1,5,1.0,0.008612537384033203,1
146,entropy,,sqrt,1,10,1.0,0.007177972793579101,1
147,entropy,,sqrt,2,2,1.0,0.012222194671630859,1
148,entropy,,sqrt,2,5,1.0,0.008615875244140625,1
149,entropy,,sqrt,2,10,1.0,0.0065021514892578125,1
150,entropy,,sqrt,5,2,0.9986150293124888,0.006088638305664062,182
151,entropy,,sqrt,5,5,1.0,0.006519174575805664,1
152,entropy,,sqrt,5,10,0.9981524249422632,0.005481529235839844,199
153,entropy,,log2,1,2,1.0,0.0054476261138916016,1
154,entropy,,log2,1,5,1.0,0.007295036315917968,1
155,entropy,,log2,1,10,1.0,0.006805562973022461,1
156,entropy,,log2,2,2,1.0,0.0054493904113769535,1
157,entropy,,log2,2,5,1.0,0.006622457504272461,1
158,entropy,,log2,2,10,1.0,0.007006216049194336,1
159,entropy,,log2,5,2,0.9990769230769232,0.005345869064331055,148
160,entropy,,log2,5,5,0.9998460354118552,0.010607576370239258,127
161,entropy,,log2,5,10,0.9981534908509504,0.007901859283447266,198
162,entropy,5,,1,2,0.9804588144726714,0.009032011032104492,231
163,entropy,5,,1,5,0.9804588144726714,0.008860921859741211,231
164,entropy,5,,1,10,0.9804588144726714,0.010611724853515626,231
165,entropy,5,,2,2,0.9804588144726714,0.012190628051757812,231
166,entropy,5,,2,5,0.9804588144726714,0.010807085037231445,231
167,entropy,5,,2,10,0.9804588144726714,0.006998109817504883,231
168,entropy,5,,5,2,0.9804588144726714,0.010552597045898438,231
169,entropy,5,,5,5,0.9804588144726714,0.00815119743347168,231
170,entropy,5,,5,10,0.9804588144726714,0.009381818771362304,231
171,entropy,5,sqrt,1,2,0.9772274530704091,0.008628749847412109,245
172,entropy,5,sqrt,1,5,0.9649210635400012,0.006094598770141601,265
173,entropy,5,sqrt,1,10,0.9839964469710427,0.007649087905883789,217
174,entropy,5,sqrt,2,2,0.983075857168236,0.004529571533203125,218
175,entropy,5,sqrt,2,5,0.9786139634038017,0.006049060821533203,243
176,entropy,5,sqrt,2,10,0.9749226031858826,0.005935287475585938,248
177,entropy,5,sqrt,5,2,0.9826099366376504,0.0076714038848876955,219
178,entropy,5,sqrt,5,5,0.968765559305975,0.006063508987426758,262
179,entropy,5,sqrt,5,10,0.9724545508379225,0.005795764923095703,257
180,entropy,5,log2,1,2,0.9712242553443478,0.00943164825439453,258
181,entropy,5,log2,1,5,0.9664569195238941,0.009788942337036134,263
182,entropy,5,log2,1,10,0.9619970391425356,0.0128082275390625,269
183,entropy,5,log2,2,2,0.9743046130159294,0.008573675155639648,250
184,entropy,5,log2,2,5,0.9635363297210873,0.019239473342895507,266
185,entropy,5,log2,2,10,0.9736820039083319,0.00663604736328125,253
186,entropy,5,log2,5,2,0.965686149108782,0.011991262435913086,264
187,entropy,5,log2,5,5,0.9727649671344821,0.005734777450561524,256
188,entropy,5,log2,5,10,0.9623007046840766,0.006995964050292969,268
189,entropy,10,,1,2,1.0,0.009197854995727539,1
190,entropy,10,,1,5,1.0,0.008812808990478515,1
191,entropy,10,,1,10,1.0,0.008097076416015625,1
192,entropy,10,,2,2,1.0,0.014446830749511719,1
193,entropy,10,,2,5,1.0,0.010612249374389648,1
194,entropy,10,,2,10,1.0,0.010697364807128906,1
195,entropy,10,,5,2,0.9990765677740274,0.00872807502746582,149
196,entropy,10,,5,5,0.9990765677740274,0.008714914321899414,149
197,entropy,10,,5,10,0.9990765677740274,0.008465003967285157,149
198,entropy,10,sqrt,1,2,0.9976923076923077,0.005555534362792968,210
199,entropy,10,sqrt,1,5,0.9993846153846153,0.014999008178710938,141
200,entropy,10,sqrt,1,10,0.9983073370047967,0.006620264053344727,191
201,entropy,10,sqrt,2,2,0.9992307692307693,0.006662893295288086,145
202,entropy,10,sqrt,2,5,0.9986150293124888,0.007352304458618164,182
203,entropy,10,sqrt,2,10,0.9969224847515841,0.0064545154571533205,214
204,entropy,10,sqrt,5,2,0.9978461538461538,0.005949926376342773,206
205,entropy,10,sqrt,5,5,0.9983071001361994,0.009380578994750977,195
206,entropy,10,sqrt,5,10,0.9993846153846153,0.009792470932006836,141
207,entropy,10,log2,1,2,0.9966140818381003,0.006688356399536133,215
208,entropy,10,log2,1,5,0.9990762124711317,0.007648563385009766,174
209,entropy,10,log2,1,10,0.998,0.006068372726440429,200
210,entropy,10,log2,2,2,0.9976923076923077,0.009479856491088868,210
211,entropy,10,log2,2,5,0.9986143187066976,0.006992244720458984,186
212,entropy,10,log2,2,10,0.9995381062355658,0.0057410717010498045,136
213,entropy,10,log2,5,2,0.9995384615384616,0.006333017349243164,134
214,entropy,10,log2,5,5,0.9956923076923078,0.0073587894439697266,216
215,entropy,10,log2,5,10,0.9978454432403625,0.005028581619262696,208
216,entropy,15,,1,2,1.0,0.008650398254394532,1
217,entropy,15,,1,5,1.0,0.008092451095581054,1
218,entropy,15,,1,10,1.0,0.008490180969238282,1
219,entropy,15,,2,2,1.0,0.008561944961547852,1
220,entropy,15,,2,5,1.0,0.00881953239440918,1
221,entropy,15,,2,10,1.0,0.010053873062133789,1
222,entropy,15,,5,2,0.9990765677740274,0.011538124084472657,149
223,entropy,15,,5,5,0.9990765677740274,0.009141778945922852,149
224,entropy,15,,5,10,0.9990765677740274,0.009914588928222657,149
225,entropy,15,sqrt,1,2,1.0,0.008915948867797851,1
226,entropy,15,sqrt,1,5,1.0,0.007753944396972657,1
227,entropy,15,sqrt,1,10,1.0,0.0058724403381347655,1
228,entropy,15,sqrt,2,2,1.0,0.005197763442993164,1
229,entropy,15,sqrt,2,5,1.0,0.005694818496704101,1
230,entropy,15,sqrt,2,10,1.0,0.007409811019897461,1
231,entropy,15,sqrt,5,2,0.9989230769230769,0.006997585296630859,175
232,entropy,15,sqrt,5,5,1.0,0.005593538284301758,1
233,entropy,15,sqrt,5,10,1.0,0.00785684585571289,1
234,entropy,15,log2,1,2,1.0,0.007871150970458984,1
235,entropy,15,log2,1,5,1.0,0.005037498474121094,1
236,entropy,15,log2,1,10,1.0,0.007377338409423828,1
237,entropy,15,log2,2,2,1.0,0.005607128143310547,1
238,entropy,15,log2,2,5,1.0,0.005179882049560547,1
239,entropy,15,log2,2,10,1.0,0.007967948913574219,1
240,entropy,15,log2,5,2,0.9981538461538463,0.0075072765350341795,196
241,entropy,15,log2,5,5,0.9993846153846153,0.006606245040893554,141
242,entropy,15,log2,5,10,0.9989227216201811,0.009095048904418946,176
243,entropy,20,,1,2,1.0,0.008533811569213868,1
244,entropy,20,,1,5,1.0,0.008578681945800781,1
245,entropy,20,,1,10,1.0,0.012620973587036132,1
246,entropy,20,,2,2,1.0,0.008618879318237304,1
247,entropy,20,,2,5,1.0,0.010309696197509766,1
248,entropy,20,,2,10,1.0,0.010982799530029296,1
249,entropy,20,,5,2,0.9990765677740274,0.009641075134277343,149
250,entropy,20,,5,5,0.9990765677740274,0.008750391006469727,149
251,entropy,20,,5,10,0.9990765677740274,0.01456918716430664,149
252,entropy,20,sqrt,1,2,1.0,0.007496976852416992,1
253,entropy,20,sqrt,1,5,1.0,0.006401681900024414,1
254,entropy,20,sqrt,1,10,0.9996923076923077,0.0061282157897949215,128
255,entropy,20,sqrt,2,2,1.0,0.008690690994262696,1
256,entropy,20,sqrt,2,5,1.0,0.010001325607299804,1
257,entropy,20,sqrt,2,10,0.9996923076923077,0.0064315319061279295,128
258,entropy,20,sqrt,5,2,0.9983073370047967,0.008112335205078125,191
259,entropy,20,sqrt,5,5,0.9996923076923077,0.013166332244873047,128
260,entropy,20,sqrt,5,10,0.9989227216201811,0.009588813781738282,176
261,entropy,20,log2,1,2,1.0,0.008324670791625976,1
262,entropy,20,log2,1,5,1.0,0.006472396850585938,1
263,entropy,20,log2,1,10,1.0,0.00744318962097168,1
264,entropy,20,log2,2,2,1.0,0.006461811065673828,1
265,entropy,20,log2,2,5,1.0,0.0060043811798095705,1
266,entropy,20,log2,2,10,0.9992307692307693,0.00817408561706543,145
267,entropy,20,log2,5,2,0.9995381062355658,0.0067084312438964845,136
268,entropy,20,log2,5,5,0.9979985787884171,0.006192588806152343,205
269,entropy,20,log2,5,10,0.9975373956297744,0.005139780044555664,212
