,param_criterion,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,mean_test_score,mean_fit_time,rank_test_score
0,gini,,,1,2,1.0,0.008143424987792969,1
1,gini,,,1,5,0.9996923076923077,0.008564043045043945,69
2,gini,,,1,10,0.9996923076923077,0.009760665893554687,69
3,gini,,,2,2,1.0,0.007176685333251953,1
4,gini,,,2,5,0.9996923076923077,0.007329893112182617,69
5,gini,,,2,10,0.9996923076923077,0.008198690414428712,69
6,gini,,,5,2,0.9998460354118552,0.007255029678344726,51
7,gini,,,5,5,0.9998460354118552,0.008108854293823242,51
8,gini,,,5,10,0.9998460354118552,0.009853172302246093,51
9,gini,,sqrt,1,2,1.0,0.005767917633056641,1
10,gini,,sqrt,1,5,1.0,0.007743453979492188,1
11,gini,,sqrt,1,10,0.9992307692307693,0.005471229553222656,105
12,gini,,sqrt,2,2,0.998,0.006570863723754883,138
13,gini,,sqrt,2,5,0.9996923076923077,0.005852174758911133,69
14,gini,,sqrt,2,10,0.9992306507964706,0.005048942565917969,108
15,gini,,sqrt,5,2,0.9953835494759282,0.009747648239135742,181
16,gini,,sqrt,5,5,0.9939981050512229,0.008464765548706055,198
17,gini,,sqrt,5,10,0.9964603541185527,0.006511116027832031,169
18,gini,,log2,1,2,1.0,0.004354143142700195,1
19,gini,,log2,1,5,1.0,0.006187820434570312,1
20,gini,,log2,1,10,0.9993844969503168,0.00889730453491211,102
21,gini,,log2,2,2,0.9996923076923077,0.005560588836669922,69
22,gini,,log2,2,5,0.9996923076923077,0.005658006668090821,69
23,gini,,log2,2,10,0.9992307692307693,0.009009599685668945,105
24,gini,,log2,5,2,0.9972300586249778,0.004736948013305664,151
25,gini,,log2,5,5,0.9966145555752947,0.0057811737060546875,166
26,gini,,log2,5,10,0.9967685201634394,0.006965446472167969,159
27,gini,5,,1,2,0.9823048498845266,0.008441877365112305,217
28,gini,5,,1,5,0.9823048498845266,0.009297609329223633,217
29,gini,5,,1,10,0.9823048498845266,0.006167888641357422,217
30,gini,5,,2,2,0.9823048498845266,0.006147193908691406,217
31,gini,5,,2,5,0.9823048498845266,0.011549806594848633,217
32,gini,5,,2,10,0.9823048498845266,0.010506629943847656,217
33,gini,5,,5,2,0.9823048498845266,0.009843969345092773,217
34,gini,5,,5,5,0.9823048498845266,0.00809030532836914,217
35,gini,5,,5,10,0.9823048498845266,0.0062541007995605465,217
36,gini,5,sqrt,1,2,0.9607585716823592,0.004185914993286133,256
37,gini,5,sqrt,1,5,0.9621434239355716,0.004894161224365234,252
38,gini,5,sqrt,1,10,0.9573817729614497,0.007605600357055664,261
39,gini,5,sqrt,2,2,0.9609169183395512,0.02215580940246582,255
40,gini,5,sqrt,2,5,0.9603037839758393,0.005448055267333984,258
41,gini,5,sqrt,2,10,0.9475339610351158,0.004801273345947266,268
42,gini,5,sqrt,5,2,0.9604571563924912,0.005146312713623047,257
43,gini,5,sqrt,5,5,0.9647660330431693,0.005679893493652344,245
44,gini,5,sqrt,5,10,0.9667637827914964,0.013788700103759766,238
45,gini,5,log2,1,2,0.9735337241665187,0.011053323745727539,235
46,gini,5,log2,1,5,0.9653794042754782,0.008292102813720703,243
47,gini,5,log2,1,10,0.9482962041807308,0.007516098022460937,266
48,gini,5,log2,2,2,0.9664560904838041,0.006364154815673828,240
49,gini,5,log2,2,5,0.9627635459228993,0.005411672592163086,251
50,gini,5,log2,2,10,0.9653809439213596,0.006044626235961914,242
51,gini,5,log2,5,2,0.9656912417836205,0.0052643299102783205,241
52,gini,5,log2,5,5,0.9650708829276959,0.00619659423828125,244
53,gini,5,log2,5,10,0.9562972700894179,0.004950857162475586,262
54,gini,10,,1,2,0.9969223663172855,0.006724500656127929,155
55,gini,10,,1,5,0.9966146740095931,0.006780767440795898,162
56,gini,10,,1,10,0.9966146740095931,0.007239484786987304,162
57,gini,10,,2,2,0.9969223663172855,0.007272005081176758,155
58,gini,10,,2,5,0.9966146740095931,0.012714004516601563,162
59,gini,10,,2,10,0.9966146740095931,0.00759434700012207,162
60,gini,10,,5,2,0.9998460354118552,0.0069787025451660155,51
61,gini,10,,5,5,0.9998460354118552,0.006988048553466797,51
62,gini,10,,5,10,0.9998460354118552,0.006423234939575195,51
63,gini,10,sqrt,1,2,0.9970769230769232,0.005418968200683594,153
64,gini,10,sqrt,1,5,0.9887688754663351,0.01080780029296875,213
65,gini,10,sqrt,1,10,0.9953840232131226,0.010304880142211915,179
66,gini,10,sqrt,2,2,0.9887692307692308,0.01841287612915039,212
67,gini,10,sqrt,2,5,0.9952285189790964,0.009566640853881836,184
68,gini,10,sqrt,2,10,0.9975379878012672,0.009130859375,145
69,gini,10,sqrt,5,2,0.9978457985432581,0.00968027114868164,141
70,gini,10,sqrt,5,5,0.9907680464262452,0.007927894592285156,207
71,gini,10,sqrt,5,10,0.9941531355480547,0.005972051620483398,193
72,gini,10,log2,1,2,0.9947680464262451,0.0059360027313232425,192
73,gini,10,log2,1,5,0.995844732634571,0.012151956558227539,175
74,gini,10,log2,1,10,0.9972304139278734,0.007195377349853515,150
75,gini,10,log2,2,2,0.9949227216201812,0.009023046493530274,185
76,gini,10,log2,2,5,0.9967685201634394,0.006426048278808594,159
77,gini,10,log2,2,10,0.9936919523894121,0.010438251495361327,199
78,gini,10,log2,5,2,0.9912298217563806,0.008646488189697266,206
79,gini,10,log2,5,5,0.991230295493575,0.010332679748535157,205
80,gini,10,log2,5,10,0.9926130159294132,0.00606241226196289,202
81,gini,15,,1,2,1.0,0.009035205841064453,1
82,gini,15,,1,5,0.9996923076923077,0.006178808212280273,69
83,gini,15,,1,10,0.9996923076923077,0.007682704925537109,69
84,gini,15,,2,2,1.0,0.007828903198242188,1
85,gini,15,,2,5,0.9996923076923077,0.008977174758911133,69
86,gini,15,,2,10,0.9996923076923077,0.006832408905029297,69
87,gini,15,,5,2,0.9998460354118552,0.006741857528686524,51
88,gini,15,,5,5,0.9998460354118552,0.0075953960418701175,51
89,gini,15,,5,10,0.9998460354118552,0.0069809436798095705,51
90,gini,15,sqrt,1,2,1.0,0.006187343597412109,1
91,gini,15,sqrt,1,5,1.0,0.006092214584350586,1
92,gini,15,sqrt,1,10,0.9987692307692306,0.0074615478515625,126
93,gini,15,sqrt,2,2,1.0,0.005899810791015625,1
94,gini,15,sqrt,2,5,0.9996923076923077,0.005048990249633789,69
95,gini,15,sqrt,2,10,0.9984615384615385,0.008243656158447266,133
96,gini,15,sqrt,5,2,0.9964607094214484,0.008282804489135742,168
97,gini,15,sqrt,5,5,0.9963073370047966,0.005909156799316406,170
98,gini,15,sqrt,5,10,0.9972292295848877,0.010452699661254884,152
99,gini,15,log2,1,2,1.0,0.0076086997985839845,1
100,gini,15,log2,1,5,1.0,0.005710744857788086,1
101,gini,15,log2,1,10,0.9996923076923077,0.005009889602661133,69
102,gini,15,log2,2,2,0.9993846153846153,0.005284786224365234,96
103,gini,15,log2,2,5,0.9992307692307693,0.0071598529815673825,105
104,gini,15,log2,2,10,0.9993846153846153,0.009839677810668945,96
105,gini,15,log2,5,2,0.997384496950317,0.009223318099975586,147
106,gini,15,log2,5,5,0.9941523065079647,0.008867692947387696,197
107,gini,15,log2,5,10,0.9955373956297745,0.013598394393920899,178
108,gini,20,,1,2,1.0,0.007797098159790039,1
109,gini,20,,1,5,0.9996923076923077,0.0059872627258300785,69
110,gini,20,,1,10,0.9996923076923077,0.009038019180297851,69
111,gini,20,,2,2,1.0,0.00900888442993164,1
112,gini,20,,2,5,0.9996923076923077,0.007143211364746094,69
113,gini,20,,2,10,0.9996923076923077,0.006221246719360351,69
114,gini,20,,5,2,0.9998460354118552,0.0072361469268798825,51
115,gini,20,,5,5,0.9998460354118552,0.012295961380004883,51
116,gini,20,,5,10,0.9998460354118552,0.012217950820922852,51
117,gini,20,sqrt,1,2,1.0,0.009736156463623047,1
118,gini,20,sqrt,1,5,1.0,0.005759096145629883,1
119,gini,20,sqrt,1,10,0.9993846153846153,0.00503392219543457,96
120,gini,20,sqrt,2,2,0.9990769230769232,0.005578804016113281,110
121,gini,20,sqrt,2,5,0.9992304139278735,0.005449819564819336,109
122,gini,20,sqrt,2,10,1.0,0.005959749221801758,1
123,gini,20,sqrt,5,2,0.9953833126073309,0.0056246757507324215,182
124,gini,20,sqrt,5,5,0.9990768046426245,0.006601905822753907,113
125,gini,20,sqrt,5,10,0.9981534908509504,0.005127525329589844,137
126,gini,20,log2,1,2,1.0,0.006201887130737304,1
127,gini,20,log2,1,5,1.0,0.00497140884399414,1
128,gini,20,log2,1,10,0.9993846153846153,0.007355690002441406,96
