,param_criterion,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,mean_test_score,mean_fit_time,rank_test_score
141,entropy,,,5,2,0.9990765677740274,0.015626907348632812,129
142,entropy,,,5,5,0.9990765677740274,0.016175460815429688,129
143,entropy,,,5,10,0.9990765677740274,0.02086782455444336,129
144,entropy,,sqrt,1,2,1.0,0.009239816665649414,1
145,entropy,,sqrt,1,5,1.0,0.013846683502197265,1
146,entropy,,sqrt,1,10,1.0,0.00947117805480957,1
147,entropy,,sqrt,2,2,1.0,0.020766544342041015,1
148,entropy,,sqrt,2,5,1.0,0.01027679443359375,1
149,entropy,,sqrt,2,10,1.0,0.012038516998291015,1
150,entropy,,sqrt,5,2,0.9986153846153847,0.010381984710693359,165
151,entropy,,sqrt,5,5,0.9972306507964707,0.011076545715332032,195
152,entropy,,sqrt,5,10,0.9986151477467875,0.022362232208251953,169
153,entropy,,log2,1,2,1.0,0.0158292293548584,1
