,param_C,param_max_iter,param_penalty,param_solver,mean_test_score,mean_fit_time,rank_test_score
223,1.0,400,,newton-cg,0.9606091075975602,0.15143899917602538,38
224,1.0,500,l1,liblinear,0.9583002309468822,5.193938541412353,103
225,1.0,500,l1,saga,0.9583004678154794,4.813884592056274,101
226,1.0,500,l1,lbfgs,,0.005084514617919922,226
227,1.0,500,l1,newton-cg,,0.006378459930419922,226
228,1.0,500,l2,liblinear,0.9529144312192811,0.18657393455505372,159
229,1.0,500,l2,saga,0.9533763249837153,3.7996914863586424,156
230,1.0,500,l2,lbfgs,0.9542995203410907,0.5067558288574219,141
231,1.0,500,l2,newton-cg,0.9544533664949368,0.21909055709838868,136
232,1.0,500,elasticnet,liblinear,,0.006475210189819336,226
233,1.0,500,elasticnet,saga,,0.0076350212097167965,226
234,1.0,500,elasticnet,lbfgs,,0.014188289642333984,226
235,1.0,500,elasticnet,newton-cg,,0.010419511795043945,226
236,1.0,500,,liblinear,,0.008288049697875976,226
237,1.0,500,,saga,0.9590696985847101,4.7784641742706295,90
238,1.0,500,,lbfgs,0.9610706460590988,0.43404412269592285,11
239,1.0,500,,newton-cg,0.9606091075975602,0.2423189640045166,38
240,10.0,100,l1,liblinear,0.9606091075975602,1.9495723724365235,38
241,10.0,100,l1,saga,0.9539912358619056,1.033177137374878,153
242,10.0,100,l1,lbfgs,,0.015230178833007812,226
243,10.0,100,l1,newton-cg,,0.010146760940551757,226
244,10.0,100,l2,liblinear,0.9593776277609996,0.31302871704101565,83
245,10.0,100,l2,saga,0.9541450820157518,0.7588717937469482,146
246,10.0,100,l2,lbfgs,0.958454195535027,0.13542280197143555,98
247,10.0,100,l2,newton-cg,0.9596853200686919,0.22375998497009278,77
248,10.0,100,elasticnet,liblinear,,0.007800483703613281,226
249,10.0,100,elasticnet,saga,,0.0050452232360839845,226
250,10.0,100,elasticnet,lbfgs,,0.01491532325744629,226
251,10.0,100,elasticnet,newton-cg,,0.004174947738647461,226
252,10.0,100,,liblinear,,0.004155158996582031,226
253,10.0,100,,saga,0.9542990466038965,0.8216376304626465,144
254,10.0,100,,lbfgs,0.9616857938058863,0.16157822608947753,1
255,10.0,100,,newton-cg,0.9606091075975602,0.2812263011932373,38
256,10.0,200,l1,liblinear,0.9604552614437141,1.8798394680023194,71
257,10.0,200,l1,saga,0.9573769171552081,1.9954880237579347,126
258,10.0,200,l1,lbfgs,,0.00341649055480957,226
259,10.0,200,l1,newton-cg,,0.0047017097473144535,226
260,10.0,200,l2,liblinear,0.9593776277609996,0.22074484825134277,83
261,10.0,200,l2,saga,0.9573770355895068,1.808870506286621,125
262,10.0,200,l2,lbfgs,0.9596853200686919,0.443207311630249,77
263,10.0,200,l2,newton-cg,0.9596853200686919,0.18212537765502929,77
264,10.0,200,elasticnet,liblinear,,0.004745101928710938,226
265,10.0,200,elasticnet,saga,,0.003670787811279297,226
266,10.0,200,elasticnet,lbfgs,,0.003892850875854492,226
267,10.0,200,elasticnet,newton-cg,,0.014024782180786132,226
268,10.0,200,,liblinear,,0.008132457733154297,226
269,10.0,200,,saga,0.9573769171552081,1.441296100616455,126
270,10.0,200,,lbfgs,0.9615321845206373,0.3960984706878662,6
271,10.0,200,,newton-cg,0.9606091075975602,0.37472710609436033,38
272,10.0,300,l1,liblinear,0.9606091075975602,2.1337217807769777,38
273,10.0,300,l1,saga,0.9573772724581039,3.6549200057983398,123
274,10.0,300,l1,lbfgs,,0.016144704818725587,226
275,10.0,300,l1,newton-cg,,0.006769847869873047,226
276,10.0,300,l2,liblinear,0.9593776277609996,0.22586636543273925,83
277,10.0,300,l2,saga,0.9575311186119502,2.5234774589538573,122
278,10.0,300,l2,lbfgs,0.9593775093267011,0.536478328704834,88
279,10.0,300,l2,newton-cg,0.9596853200686919,0.4386106014251709,77
280,10.0,300,elasticnet,liblinear,,0.003903055191040039,226
281,10.0,300,elasticnet,saga,,0.004549646377563476,226
282,10.0,300,elasticnet,lbfgs,,0.012007522583007812,226
283,10.0,300,elasticnet,newton-cg,,0.004479360580444336,226
284,10.0,300,,liblinear,,0.017774200439453124,226
285,10.0,300,,saga,0.9576849647657962,2.2951955795288086,116
286,10.0,300,,lbfgs,0.9610706460590988,0.45708599090576174,11
287,10.0,300,,newton-cg,0.9606091075975602,0.1998206615447998,38
288,10.0,400,l1,liblinear,0.9606091075975602,1.4345106601715087,38
289,10.0,400,l1,saga,0.9581465032273346,3.6226869583129884,106
290,10.0,400,l1,lbfgs,,0.006272554397583008,226
291,10.0,400,l1,newton-cg,,0.004441404342651367,226
292,10.0,400,l2,liblinear,0.9593776277609996,0.21868205070495605,83
293,10.0,400,l2,saga,0.9581466216616332,3.05401291847229,105
294,10.0,400,l2,lbfgs,0.9593773908924025,0.6036404609680176,89
295,10.0,400,l2,newton-cg,0.9596853200686919,0.245381498336792,77
296,10.0,400,elasticnet,liblinear,,0.004552698135375977,226
297,10.0,400,elasticnet,saga,,0.004488229751586914,226
298,10.0,400,elasticnet,lbfgs,,0.018951225280761718,226
299,10.0,400,elasticnet,newton-cg,,0.003328418731689453,226
300,10.0,400,,liblinear,,0.017469310760498048,226
301,10.0,400,,saga,0.9581465032273346,3.02052845954895,106
302,10.0,400,,lbfgs,0.9610706460590988,0.41374931335449217,11
303,10.0,400,,newton-cg,0.9606091075975602,0.24780073165893554,38
304,10.0,500,l1,liblinear,0.9607629537514064,1.9561862468719482,36
305,10.0,500,l1,saga,0.9589158524308641,4.845952272415161,96
306,10.0,500,l1,lbfgs,,0.010126876831054687,226
307,10.0,500,l1,newton-cg,,0.005090904235839844,226
308,10.0,500,l2,liblinear,0.9593776277609996,0.2908268928527832,83
309,10.0,500,l2,saga,0.9583004678154794,3.9071444988250734,101
310,10.0,500,l2,lbfgs,0.9603008231183751,0.713470458984375,75
311,10.0,500,l2,newton-cg,0.9596853200686919,0.2563582420349121,77
312,10.0,500,elasticnet,liblinear,,0.007511568069458008,226
313,10.0,500,elasticnet,saga,,0.005311059951782227,226
314,10.0,500,elasticnet,lbfgs,,0.0052684307098388675,226
315,10.0,500,elasticnet,newton-cg,,0.004829931259155274,226
316,10.0,500,,liblinear,,0.004225873947143554,226
317,10.0,500,,saga,0.9590696985847101,4.15789532661438,90
318,10.0,500,,lbfgs,0.9610706460590988,0.5496418476104736,11
319,10.0,500,,newton-cg,0.9606091075975602,0.24835338592529296,38
320,100.0,100,l1,liblinear,0.9609167999052526,2.796394777297974,31
321,100.0,100,l1,saga,0.9541450820157518,1.4847942352294923,146
322,100.0,100,l1,lbfgs,,0.012332725524902343,226
323,100.0,100,l1,newton-cg,,0.01978278160095215,226
