,param_learning_rate,param_n_estimators,mean_test_score,mean_fit_time,rank_test_score
0,0.01,50,0.8993698110972937,1.0170734405517579,28
1,0.01,75,0.9193727719547582,1.0612226486206056,22
2,0.01,100,0.9193727719547582,1.8319802761077881,22
3,0.01,125,0.9193727719547582,2.083974027633667,22
4,0.01,150,0.9193727719547582,1.969736099243164,22
5,0.01,175,0.9193727719547582,2.5168224811553954,22
6,0.01,200,0.9193727719547582,3.1860992431640627,22
7,0.05,50,0.9566102919405459,0.7054118156433106,21
8,0.05,75,0.9806121868893232,1.1202855110168457,11
9,0.05,100,0.9806121868893232,1.488104772567749,11
10,0.05,125,0.9806121868893232,1.919841432571411,11
11,0.05,150,0.9806121868893232,2.1631582736968995,11
12,0.05,175,0.9806121868893232,2.521121025085449,11
13,0.05,200,0.9806121868893232,2.705906867980957,11
14,0.1,50,0.9806121868893232,0.6434969425201416,11
15,0.1,75,0.9806121868893232,1.0989535331726075,11
16,0.1,100,0.9806121868893232,1.6522743701934814,11
17,0.1,125,0.9806121868893232,2.182618284225464,11
18,0.1,150,0.982304494581631,2.328463077545166,10
19,0.1,175,0.9832275715047079,1.9394744873046874,9
20,0.1,200,0.9863062710961094,2.052787017822266,8
21,1.0,50,0.9949220110143898,0.5424306869506836,7
22,1.0,75,0.9950758571682359,0.8193769454956055,5
23,1.0,100,0.9950758571682359,1.1242551803588867,5
24,1.0,125,0.9953835494759282,1.7559977531433106,1
25,1.0,150,0.9953835494759282,1.9115909099578858,1
26,1.0,175,0.9953835494759282,1.8957673072814942,1
27,1.0,200,0.9953835494759282,2.000054931640625,1
