,param_criterion,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,mean_test_score,mean_fit_time,rank_test_score
185,entropy,5,log2,2,10,0.9687663883460651,0.019299793243408202,251
186,entropy,5,log2,5,2,0.9610721857049802,0.02953782081604004,265
187,entropy,5,log2,5,5,0.9596908864807248,0.012489414215087891,267
188,entropy,5,log2,5,10,0.9763055604903179,0.015650129318237303,244
189,entropy,10,,1,2,1.0,0.016767501831054688,1
190,entropy,10,,1,5,1.0,0.013309049606323241,1
191,entropy,10,,1,10,1.0,0.015290212631225587,1
192,entropy,10,,2,2,1.0,0.03300466537475586,1
193,entropy,10,,2,5,1.0,0.031221961975097655,1
194,entropy,10,,2,10,1.0,0.016257047653198242,1
195,entropy,10,,5,2,0.9995381062355658,0.012970829010009765,129
196,entropy,10,,5,5,0.9995381062355658,0.01179203987121582,129
197,entropy,10,,5,10,0.9995381062355658,0.012623023986816407,129
198,entropy,10,sqrt,1,2,1.0,0.010538864135742187,1
199,entropy,10,sqrt,1,5,0.9944615384615385,0.011524295806884766,223
200,entropy,10,sqrt,1,10,0.9984615384615385,0.02448554039001465,200
201,entropy,10,sqrt,2,2,0.9993846153846153,0.02176194190979004,150
202,entropy,10,sqrt,2,5,0.9943066263990051,0.01234884262084961,224
203,entropy,10,sqrt,2,10,0.9987692307692309,0.011863088607788086,197
204,entropy,10,sqrt,5,2,0.9995381062355658,0.01311650276184082,129
205,entropy,10,sqrt,5,5,0.9993846153846153,0.02258901596069336,150
206,entropy,10,sqrt,5,10,0.9959996446971043,0.024896812438964844,221
207,entropy,10,log2,1,2,0.9984603541185528,0.026536226272583008,202
208,entropy,10,log2,1,5,0.9970760940368331,0.02061605453491211,208
209,entropy,10,log2,1,10,0.9970769230769232,0.014179277420043945,207
210,entropy,10,log2,2,2,0.9978450879374666,0.012060976028442383,205
211,entropy,10,log2,2,5,1.0,0.011674928665161132,1
212,entropy,10,log2,2,10,1.0,0.016117334365844727,1
213,entropy,10,log2,5,2,0.9995381062355658,0.01351337432861328,129
214,entropy,10,log2,5,5,0.9966136081009062,0.014508867263793945,209
215,entropy,10,log2,5,10,0.9952289927162907,0.015182971954345703,222
216,entropy,15,,1,2,1.0,0.036525630950927736,1
217,entropy,15,,1,5,1.0,0.022864055633544923,1
218,entropy,15,,1,10,1.0,0.012811756134033203,1
219,entropy,15,,2,2,1.0,0.02887072563171387,1
220,entropy,15,,2,5,1.0,0.018316173553466798,1
221,entropy,15,,2,10,1.0,0.012923479080200195,1
222,entropy,15,,5,2,0.9995381062355658,0.01433701515197754,129
223,entropy,15,,5,5,0.9995381062355658,0.011336088180541992,129
224,entropy,15,,5,10,0.9995381062355658,0.012291812896728515,129
225,entropy,15,sqrt,1,2,1.0,0.016629838943481447,1
226,entropy,15,sqrt,1,5,1.0,0.018873882293701173,1
227,entropy,15,sqrt,1,10,1.0,0.023379182815551756,1
228,entropy,15,sqrt,2,2,1.0,0.0155975341796875,1
229,entropy,15,sqrt,2,5,1.0,0.01208667755126953,1
230,entropy,15,sqrt,2,10,1.0,0.0119842529296875,1
231,entropy,15,sqrt,5,2,0.9995381062355658,0.011501741409301759,129
232,entropy,15,sqrt,5,5,0.9995381062355658,0.012012243270874023,129
233,entropy,15,sqrt,5,10,0.9995381062355658,0.013360548019409179,129
234,entropy,15,log2,1,2,1.0,0.012235021591186524,1
235,entropy,15,log2,1,5,1.0,0.013022756576538086,1
236,entropy,15,log2,1,10,1.0,0.012498855590820312,1
237,entropy,15,log2,2,2,1.0,0.013392829895019531,1
238,entropy,15,log2,2,5,1.0,0.011776256561279296,1
239,entropy,15,log2,2,10,1.0,0.012260055541992188,1
240,entropy,15,log2,5,2,0.9989227216201811,0.01155085563659668,160
241,entropy,15,log2,5,5,0.9989227216201811,0.012800836563110351,160
242,entropy,15,log2,5,10,0.9989227216201811,0.017328977584838867,160
243,entropy,20,,1,2,1.0,0.021987152099609376,1
244,entropy,20,,1,5,1.0,0.02729201316833496,1
245,entropy,20,,1,10,1.0,0.016618967056274414,1
246,entropy,20,,2,2,1.0,0.01583404541015625,1
247,entropy,20,,2,5,1.0,0.0268373966217041,1
248,entropy,20,,2,10,1.0,0.012921476364135742,1
249,entropy,20,,5,2,0.9995381062355658,0.014506292343139649,129
250,entropy,20,,5,5,0.9995381062355658,0.012714195251464843,129
251,entropy,20,,5,10,0.9995381062355658,0.024536514282226564,129
252,entropy,20,sqrt,1,2,1.0,0.027472782135009765,1
253,entropy,20,sqrt,1,5,1.0,0.021366643905639648,1
254,entropy,20,sqrt,1,10,1.0,0.01726498603820801,1
255,entropy,20,sqrt,2,2,1.0,0.011882829666137695,1
256,entropy,20,sqrt,2,5,1.0,0.012232017517089844,1
257,entropy,20,sqrt,2,10,1.0,0.012991380691528321,1
258,entropy,20,sqrt,5,2,0.9989227216201811,0.012846803665161133,160
259,entropy,20,sqrt,5,5,0.9989227216201811,0.012872838973999023,160
260,entropy,20,sqrt,5,10,0.9989227216201811,0.01787142753601074,160
261,entropy,20,log2,1,2,1.0,0.018292236328125,1
262,entropy,20,log2,1,5,1.0,0.01712956428527832,1
263,entropy,20,log2,1,10,1.0,0.013012552261352539,1
264,entropy,20,log2,2,2,1.0,0.017924928665161134,1
265,entropy,20,log2,2,5,1.0,0.01770815849304199,1
266,entropy,20,log2,2,10,1.0,0.026657772064208985,1
267,entropy,20,log2,5,2,0.9995381062355658,0.03573694229125977,129
268,entropy,20,log2,5,5,0.9993846153846153,0.016533041000366212,150
269,entropy,20,log2,5,10,0.9989227216201811,0.020969057083129884,160
