,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,mean_test_score,mean_fit_time,rank_test_score
0,,sqrt,1,2,10,1.0,0.16986422538757323,1
1,,sqrt,1,2,25,1.0,0.2882211685180664,1
2,,sqrt,1,2,50,1.0,0.6566600799560547,1
3,,sqrt,1,2,100,1.0,1.436030960083008,1
4,,sqrt,1,2,150,1.0,1.6869268417358398,1
5,,sqrt,1,2,200,1.0,2.699308156967163,1
6,,sqrt,1,5,10,1.0,0.20130128860473634,1
7,,sqrt,1,5,25,1.0,0.2710870742797852,1
8,,sqrt,1,5,50,1.0,0.6651316165924073,1
9,,sqrt,1,5,100,1.0,1.3922972679138184,1
10,,sqrt,1,5,150,1.0,1.9136845111846923,1
11,,sqrt,1,5,200,1.0,2.7403116703033445,1
12,,sqrt,1,10,10,1.0,0.1739795684814453,1
13,,sqrt,1,10,25,1.0,0.37273602485656737,1
14,,sqrt,1,10,50,1.0,0.585613203048706,1
15,,sqrt,1,10,100,1.0,1.2597839832305908,1
16,,sqrt,1,10,150,1.0,1.9932790279388428,1
17,,sqrt,1,10,200,1.0,2.8507417678833007,1
18,,sqrt,2,2,10,1.0,0.11431689262390136,1
19,,sqrt,2,2,25,1.0,0.24148144721984863,1
20,,sqrt,2,2,50,1.0,0.4686903953552246,1
21,,sqrt,2,2,100,1.0,1.3264472961425782,1
22,,sqrt,2,2,150,1.0,2.0109450340271,1
23,,sqrt,2,2,200,1.0,2.5904900074005126,1
24,,sqrt,2,5,10,1.0,0.10474596023559571,1
25,,sqrt,2,5,25,1.0,0.3142974376678467,1
26,,sqrt,2,5,50,1.0,0.8446885108947754,1
27,,sqrt,2,5,100,1.0,1.1837313652038575,1
28,,sqrt,2,5,150,1.0,2.3408825397491455,1
29,,sqrt,2,5,200,1.0,2.328696060180664,1
30,,sqrt,2,10,10,1.0,0.15990304946899414,1
31,,sqrt,2,10,25,1.0,0.3710009098052979,1
32,,sqrt,2,10,50,1.0,0.6895514488220215,1
33,,sqrt,2,10,100,1.0,1.1766061305999755,1
34,,sqrt,2,10,150,1.0,2.2347079277038575,1
35,,sqrt,2,10,200,1.0,2.5883959770202636,1
36,,sqrt,4,2,10,0.9986150293124888,0.1351255416870117,424
37,,sqrt,4,2,25,0.9989227216201811,0.4128578662872314,352
38,,sqrt,4,2,50,0.9989227216201811,0.5645445346832275,352
39,,sqrt,4,2,100,0.9986150293124888,1.0130653858184815,424
40,,sqrt,4,2,150,0.9986150293124888,1.9124839305877686,424
41,,sqrt,4,2,200,0.9986150293124888,2.354113054275513,424
42,,sqrt,4,5,10,0.9989227216201811,0.10888438224792481,352
43,,sqrt,4,5,25,0.9986150293124888,0.2693016529083252,424
44,,sqrt,4,5,50,0.9983073370047967,0.6696550369262695,472
45,,sqrt,4,5,100,0.9989227216201811,1.271589183807373,352
46,,sqrt,4,5,150,0.9989227216201811,1.7657670497894287,352
47,,sqrt,4,5,200,0.9986150293124888,2.584720993041992,424
48,,sqrt,4,10,10,0.9986150293124888,0.1458735942840576,424
49,,sqrt,4,10,25,0.9989227216201811,0.24955348968505858,352
50,,sqrt,4,10,50,0.9986150293124888,0.462962007522583,424
51,,sqrt,4,10,100,0.9986150293124888,1.5393322467803956,424
52,,sqrt,4,10,150,0.9979996446971043,2.0397841930389404,483
53,,sqrt,4,10,200,0.9986150293124888,2.3135304927825926,424
54,,log2,1,2,10,1.0,0.20137300491333007,1
55,,log2,1,2,25,1.0,0.38481478691101073,1
56,,log2,1,2,50,1.0,0.6695642471313477,1
57,,log2,1,2,100,1.0,1.2955124378204346,1
58,,log2,1,2,150,1.0,1.7330944538116455,1
59,,log2,1,2,200,1.0,1.9020159721374512,1
60,,log2,1,5,10,1.0,0.16936821937561036,1
61,,log2,1,5,25,1.0,0.32365078926086427,1
62,,log2,1,5,50,1.0,0.7977256298065185,1
63,,log2,1,5,100,1.0,1.051391839981079,1
64,,log2,1,5,150,1.0,1.9403619766235352,1
65,,log2,1,5,200,1.0,2.500803518295288,1
66,,log2,1,10,10,1.0,0.10349078178405761,1
67,,log2,1,10,25,1.0,0.29242515563964844,1
68,,log2,1,10,50,1.0,0.5871553421020508,1
69,,log2,1,10,100,1.0,1.0961456298828125,1
70,,log2,1,10,150,1.0,2.0636177539825438,1
71,,log2,1,10,200,1.0,2.518511915206909,1
72,,log2,2,2,10,1.0,0.10013961791992188,1
73,,log2,2,2,25,1.0,0.2552926540374756,1
74,,log2,2,2,50,1.0,0.6055120944976806,1
75,,log2,2,2,100,1.0,1.0246633052825929,1
76,,log2,2,2,150,1.0,1.736851692199707,1
77,,log2,2,2,200,1.0,2.3132954597473145,1
78,,log2,2,5,10,1.0,0.15706920623779297,1
79,,log2,2,5,25,1.0,0.3433248519897461,1
80,,log2,2,5,50,1.0,0.6616580963134766,1
81,,log2,2,5,100,1.0,1.2330700397491454,1
82,,log2,2,5,150,1.0,2.2130343437194826,1
83,,log2,2,5,200,1.0,2.1448262691497804,1
84,,log2,2,10,10,1.0,0.15051307678222656,1
85,,log2,2,10,25,1.0,0.29808840751647947,1
86,,log2,2,10,50,1.0,0.598581600189209,1
87,,log2,2,10,100,1.0,1.28394513130188,1
88,,log2,2,10,150,1.0,1.8657054424285888,1
89,,log2,2,10,200,1.0,2.7710092544555662,1
90,,log2,4,2,10,0.9984615384615385,0.1412123203277588,471
91,,log2,4,2,25,0.9986150293124888,0.39485769271850585,424
92,,log2,4,2,50,0.9986150293124888,0.6780750751495361,424
93,,log2,4,2,100,0.9989227216201811,1.0387568473815918,352
94,,log2,4,2,150,0.9986150293124888,2.2139801025390624,424
95,,log2,4,2,200,0.9986150293124888,3.1561660766601562,424
96,,log2,4,5,10,0.9986150293124888,0.105438232421875,424
97,,log2,4,5,25,0.9989227216201811,0.3025609016418457,352
98,,log2,4,5,50,0.9989227216201811,0.5745809078216553,352
99,,log2,4,5,100,0.9989227216201811,1.1946533203125,352
100,,log2,4,5,150,0.9989227216201811,1.7700441837310792,352
101,,log2,4,5,200,0.9989227216201811,2.574887752532959,352
102,,log2,4,10,10,0.9986150293124888,0.11826295852661133,424
103,,log2,4,10,25,0.9986150293124888,0.2780124664306641,424
104,,log2,4,10,50,0.9983073370047967,0.5892998695373535,472
105,,log2,4,10,100,0.9986150293124888,1.0536248683929443,424
106,,log2,4,10,150,0.9986150293124888,1.993107557296753,424
107,,log2,4,10,200,0.9989227216201811,2.126259422302246,352
108,,,1,2,10,1.0,0.09103155136108398,1
109,,,1,2,25,1.0,0.3266427993774414,1
110,,,1,2,50,1.0,0.811980152130127,1
111,,,1,2,100,1.0,1.4490445613861085,1
112,,,1,2,150,1.0,1.8570785999298096,1
113,,,1,2,200,1.0,2.4606298446655273,1
114,,,1,5,10,1.0,0.13574590682983398,1
115,,,1,5,25,1.0,0.3119809150695801,1
116,,,1,5,50,1.0,0.6831780910491944,1
117,,,1,5,100,1.0,1.3473507404327392,1
118,,,1,5,150,1.0,1.577908420562744,1
119,,,1,5,200,1.0,2.7836303234100344,1
120,,,1,10,10,1.0,0.1254251480102539,1
121,,,1,10,25,1.0,0.31608142852783205,1
122,,,1,10,50,1.0,0.5961833477020264,1
123,,,1,10,100,1.0,1.1958562850952148,1
124,,,1,10,150,1.0,1.8491774559020997,1
125,,,1,10,200,1.0,3.5541626453399657,1
126,,,2,2,10,1.0,0.10231757164001465,1
127,,,2,2,25,1.0,0.2398097038269043,1
128,,,2,2,50,1.0,0.47460412979125977,1
129,,,2,2,100,1.0,1.1943385124206543,1
130,,,2,2,150,1.0,1.533242416381836,1
131,,,2,2,200,1.0,3.0889868259429933,1
132,,,2,5,10,1.0,0.2937671661376953,1
133,,,2,5,25,1.0,0.6098968505859375,1
134,,,2,5,50,1.0,0.8983718395233155,1
135,,,2,5,100,1.0,1.5023180961608886,1
136,,,2,5,150,1.0,2.336008834838867,1
137,,,2,5,200,1.0,2.377416896820068,1
138,,,2,10,10,1.0,0.23476800918579102,1
139,,,2,10,25,1.0,0.3399848937988281,1
140,,,2,10,50,1.0,0.6313356399536133,1
141,,,2,10,100,1.0,1.4061933040618897,1
142,,,2,10,150,1.0,1.6538124561309815,1
143,,,2,10,200,1.0,2.480329751968384,1
144,,,4,2,10,0.9989227216201811,0.12647395133972167,352
145,,,4,2,25,0.9992304139278735,0.30416288375854494,341
146,,,4,2,50,0.9989227216201811,0.6966505527496338,352
147,,,4,2,100,0.9989227216201811,1.3542616367340088,352
148,,,4,2,150,0.9989227216201811,1.7345604419708252,352
149,,,4,2,200,0.9989227216201811,2.3901463031768797,352
150,,,4,5,10,0.9995381062355658,0.12657575607299804,325
151,,,4,5,25,0.9990769230769232,0.3126054286956787,344
152,,,4,5,50,0.9989227216201811,0.6791858196258544,352
153,,,4,5,100,0.9989227216201811,1.309255838394165,352
154,,,4,5,150,0.9993846153846153,1.9552125930786133,329
155,,,4,5,200,0.9989227216201811,2.343881940841675,352
156,,,4,10,10,0.9992304139278735,0.13338837623596192,341
157,,,4,10,25,0.9989227216201811,0.3058776378631592,352
158,,,4,10,50,0.9989227216201811,0.6108407974243164,352
159,,,4,10,100,0.9989227216201811,1.1466439247131348,352
160,,,4,10,150,0.9989227216201811,1.800401544570923,352
161,,,4,10,200,0.9989227216201811,2.586114501953125,352
162,10,sqrt,1,2,10,1.0,0.12365007400512695,1
163,10,sqrt,1,2,25,1.0,0.27782773971557617,1
164,10,sqrt,1,2,50,1.0,0.6300094127655029,1
165,10,sqrt,1,2,100,1.0,1.0979881286621094,1
166,10,sqrt,1,2,150,1.0,1.7748345375061034,1
167,10,sqrt,1,2,200,1.0,2.2319297313690187,1
168,10,sqrt,1,5,10,1.0,0.13887395858764648,1
169,10,sqrt,1,5,25,1.0,0.31547369956970217,1
170,10,sqrt,1,5,50,1.0,0.5255409240722656,1
171,10,sqrt,1,5,100,1.0,0.6756664276123047,1
172,10,sqrt,1,5,150,1.0,0.7576592922210693,1
173,10,sqrt,1,5,200,1.0,1.5234500408172607,1
174,10,sqrt,1,10,10,1.0,0.06692109107971192,1
175,10,sqrt,1,10,25,1.0,0.17795329093933104,1
176,10,sqrt,1,10,50,1.0,0.24934239387512208,1
177,10,sqrt,1,10,100,1.0,0.5922123432159424,1
178,10,sqrt,1,10,150,1.0,0.9529928684234619,1
179,10,sqrt,1,10,200,1.0,1.5911899089813233,1
180,10,sqrt,2,2,10,1.0,0.08271656036376954,1
181,10,sqrt,2,2,25,1.0,0.24047284126281737,1
182,10,sqrt,2,2,50,1.0,0.34567694664001464,1
183,10,sqrt,2,2,100,1.0,0.5620539665222168,1
184,10,sqrt,2,2,150,1.0,1.6107463836669922,1
185,10,sqrt,2,2,200,1.0,2.48012638092041,1
186,10,sqrt,2,5,10,1.0,0.10164008140563965,1
187,10,sqrt,2,5,25,1.0,0.3000047206878662,1
188,10,sqrt,2,5,50,1.0,0.6915194034576416,1
189,10,sqrt,2,5,100,1.0,1.2734163761138917,1
190,10,sqrt,2,5,150,1.0,1.6553792476654052,1
191,10,sqrt,2,5,200,1.0,2.9103590488433837,1
192,10,sqrt,2,10,10,1.0,0.20124468803405762,1
193,10,sqrt,2,10,25,1.0,0.45729990005493165,1
194,10,sqrt,2,10,50,1.0,0.6512479782104492,1
195,10,sqrt,2,10,100,1.0,1.172810935974121,1
196,10,sqrt,2,10,150,1.0,2.1113311290740966,1
197,10,sqrt,2,10,200,1.0,3.7589101791381836,1
198,10,sqrt,4,2,10,0.9986150293124888,0.09973936080932617,424
199,10,sqrt,4,2,25,0.9983073370047967,0.2756794929504395,472
200,10,sqrt,4,2,50,0.9989227216201811,0.5805099010467529,352
201,10,sqrt,4,2,100,0.9989227216201811,1.3854676246643067,352
202,10,sqrt,4,2,150,0.9989227216201811,2.203066349029541,352
203,10,sqrt,4,2,200,0.9986150293124888,2.7205023765563965,424
204,10,sqrt,4,5,10,0.9986150293124888,0.24754433631896972,424
205,10,sqrt,4,5,25,0.9983073370047967,0.286647891998291,472
206,10,sqrt,4,5,50,0.9986150293124888,0.6803191184997559,424
207,10,sqrt,4,5,100,0.9989227216201811,1.2283409118652344,352
