,param_C,param_degree,param_gamma,param_kernel,mean_test_score,mean_fit_time,rank_test_score
0,0.1,2,scale,linear,0.9438362053650738,1.8316959857940673,48
1,0.1,2,scale,rbf,0.9495311186119502,1.6069087505340576,45
2,0.1,2,scale,poly,0.9359911174276071,1.3582372188568115,54
3,0.1,2,scale,sigmoid,0.5090036122461064,7.001658916473389,61
4,0.1,2,auto,linear,0.9438362053650738,2.048307466506958,48
5,0.1,2,auto,rbf,0.9912300586249779,1.5454233646392823,29
6,0.1,2,auto,poly,0.997691952389412,0.5014962673187255,24
7,0.1,2,auto,sigmoid,0.5177720139752472,6.4208817958831785,55
8,0.1,3,scale,linear,0.9438362053650738,1.7428595066070556,48
9,0.1,3,scale,rbf,0.9495311186119502,1.5749279022216798,45
10,0.1,3,scale,poly,0.9833829573044353,0.7911234855651855,32
11,0.1,3,scale,sigmoid,0.5090036122461064,7.376117706298828,61
12,0.1,3,auto,linear,0.9438362053650738,2.168900728225708,48
13,0.1,3,auto,rbf,0.9912300586249779,1.6837190628051757,29
14,0.1,3,auto,poly,1.0,0.37566170692443845,1
15,0.1,3,auto,sigmoid,0.5177720139752472,6.9795241355896,55
16,0.1,4,scale,linear,0.9438362053650738,2.0940291404724123,48
17,0.1,4,scale,rbf,0.9495311186119502,1.8864612579345703,45
18,0.1,4,scale,poly,0.9978459169775566,0.9555824756622314,23
19,0.1,4,scale,sigmoid,0.5090036122461064,6.635693979263306,61
20,0.1,4,auto,linear,0.9438362053650738,1.7016047954559326,48
21,0.1,4,auto,rbf,0.9912300586249779,1.6362008094787597,29
22,0.1,4,auto,poly,1.0,0.5280924797058105,1
23,0.1,4,auto,sigmoid,0.5177720139752472,8.430245780944825,55
24,1.0,2,scale,linear,0.9626083969917689,6.237526750564575,39
25,1.0,2,scale,rbf,0.9959998815657014,0.8888426780700683,25
26,1.0,2,scale,poly,0.9932298217563809,0.797846508026123,28
27,1.0,2,scale,sigmoid,0.46545816308402915,9.558304262161254,64
28,1.0,2,auto,linear,0.9626083969917689,8.570124673843384,39
29,1.0,2,auto,rbf,1.0,1.3271255970001221,1
30,1.0,2,auto,poly,1.0,0.6308935165405274,1
31,1.0,2,auto,sigmoid,0.5177720139752472,8.650702857971192,55
32,1.0,3,scale,linear,0.9626083969917689,6.287470579147339,39
33,1.0,3,scale,rbf,0.9959998815657014,1.1071953296661377,25
34,1.0,3,scale,poly,0.998153609285249,0.6444695949554443,22
35,1.0,3,scale,sigmoid,0.46545816308402915,8.249213981628419,64
36,1.0,3,auto,linear,0.9626083969917689,6.5130839347839355,39
37,1.0,3,auto,rbf,1.0,1.5540196418762207,1
38,1.0,3,auto,poly,1.0,0.7077423095703125,1
39,1.0,3,auto,sigmoid,0.5177720139752472,7.898720598220825,55
40,1.0,4,scale,linear,0.9626083969917689,5.719391250610352,39
41,1.0,4,scale,rbf,0.9959998815657014,0.813861083984375,25
42,1.0,4,scale,poly,1.0,0.44965534210205077,1
43,1.0,4,scale,sigmoid,0.46545816308402915,7.8774762630462645,64
44,1.0,4,auto,linear,0.9626083969917689,6.850888299942016,39
45,1.0,4,auto,rbf,1.0,1.508214807510376,1
46,1.0,4,auto,poly,1.0,0.6877775192260742,1
47,1.0,4,auto,sigmoid,0.5177720139752472,17.359660339355468,55
48,10.0,2,scale,linear,0.9663007046840765,50.49470071792602,33
49,10.0,2,scale,rbf,1.0,0.653176736831665,1
50,10.0,2,scale,poly,0.9986152661810861,0.8729354858398437,21
51,10.0,2,scale,sigmoid,0.4616114170663824,9.34411940574646,67
52,10.0,2,auto,linear,0.9663007046840765,42.02130160331726,33
53,10.0,2,auto,rbf,1.0,1.1737316608428956,1
54,10.0,2,auto,poly,1.0,0.6606882572174072,1
55,10.0,2,auto,sigmoid,0.30512394149345645,13.737683582305909,70
56,10.0,3,scale,linear,0.9663007046840765,36.31273078918457,33
57,10.0,3,scale,rbf,1.0,0.6048707485198974,1
58,10.0,3,scale,poly,1.0,0.5272185802459717,1
59,10.0,3,scale,sigmoid,0.4616114170663824,5.200564241409301,67
60,10.0,3,auto,linear,0.9663007046840765,32.713955307006835,33
61,10.0,3,auto,rbf,1.0,0.9703604221343994,1
62,10.0,3,auto,poly,1.0,1.1510752201080323,1
63,10.0,3,auto,sigmoid,0.30512394149345645,7.604838514328003,70
64,10.0,4,scale,linear,0.9663007046840765,34.6285219669342,33
65,10.0,4,scale,rbf,1.0,0.5007218360900879,1
66,10.0,4,scale,poly,1.0,0.5985284805297851,1
67,10.0,4,scale,sigmoid,0.4616114170663824,5.966689538955689,67
68,10.0,4,auto,linear,0.9663007046840765,29.21913061141968,33
69,10.0,4,auto,rbf,1.0,1.120227003097534,1
70,10.0,4,auto,poly,1.0,0.6103843688964844,1
71,10.0,4,auto,sigmoid,0.30512394149345645,6.0657751083374025,70
